Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,GPK,PK,PKatt,CrdY,CrdR,Gls1,Ast1,GA,GPK11,GAPK,xG,npxG,xA,npxGxA,xG11,xA11,xGxA,npxG11,npxGxA1,Sh,SoT,SoT1,Sh90,SoT90,GSh,GSoT,Dist,FK,npxGSh,GxG,npGxG,Cmp,Att,Cmp1,TotDist,PrgDist,Cmp11,Att11,Cmp111,Cmp12,Att12,Cmp112,Cmp13,Att13,Cmp113,AxA,KP,Third,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out11,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive11,PassDead11,Drib11,Sh11,Fld11,Def11,Tkl,TklW,Def3rd,Mid3rd,Att3rd,Tkl11,Tkl1,Past,Succ,Succ1,Def3rd11,Mid3rd11,Att3rd11,ShSv,Pass,TklInt,Clr,Err,Touches,DefPen,AttPen,Succ11,Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec1,Prog11,CrdY2,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won1,GA.1,GA90,SoTA,Saves,Save1,W,D,L,CS,CS1,PKA,PKsv,PKm,Save111,PSxG,PSxG1SoT,PSxG1,ps,Thr,Launch1,AvgLen,Launch111,AvgLen11,Opp,Stp,Stp1,OPA,OPA90,AvgDist
Nayef Aguerd,ma MAR,DF,Rennes,Ligue 1,26,1996.0,27,27,2408,26.8,2,2,2,0,0,2,0,0.07,0.07,0.15,0.07,0.15,1.9,1.9,0.4,2.3,0.07,0.02,0.09,0.07,0.09,24.0,7.0,29.2,0.9,0.26,0.08,0.29,8.5,0,0.08,0.1,0.1,1702,1890,90.1,39572.0,12864.0,404.0,432,93.5,899.0,943,95.3,391.0,496.0,78.8,1.6,3.0,98.0,2.0,0.0,73.0,1831.0,59.0,1.0,167.0,91.0,2,0,0.0,0.0,0.0,1568.0,83.0,239.0,1609.0,185.0,51.0,5.0,3.0,3,21.0,32,14.0,11.0,0.41,9.0,0.0,0.0,1,0.0,4.0,0.15,3.0,0.0,0.0,0.0,1.0,0.0,28.0,11,17.0,11.0,0.0,8.0,42.1,11.0,58.0,34.1,90.0,76.0,4.0,0.0,16.0,75.0,136.0,1.0,2155.0,259.0,33.0,83.3,5.0,0.0,1516.0,0.0,6.0,6.0,1650.0,1625.0,98.5,2.0,0,16,1,2,0,198,96,38,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Agüero,ar ARG,FW,Barcelona,La Liga,33,1988.0,4,2,151,1.7,1,0,1,0,0,0,0,0.6,0.0,0.6,0.6,0.6,1.1,1.1,0.3,1.3,0.64,0.16,0.8,0.64,0.8,6.0,1.0,16.7,3.58,0.6,0.17,1.0,12.1,0,0.18,-0.1,-0.1,31,43,72.1,469.0,43.0,18.0,25,72.0,10.0,15,66.7,2.0,2.0,100.0,-0.3,1.0,2.0,0.0,0.0,2.0,41.0,2.0,1.0,15.0,0.0,4,0,0.0,0.0,0.0,24.0,9.0,10.0,5.0,31.0,3.0,0.0,1.0,0,0.0,0,0.0,3.0,1.79,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,4.0,22.2,0.0,8.0,10.0,0.0,0.0,1.0,0.0,0.0,59.0,0.0,15.0,100.0,1.0,0.0,38.0,2.0,5.0,2.0,78.0,53.0,67.9,16.0,0,1,0,0,0,3,4,2,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruben Aguilar,fr FRA,DF,Monaco,Ligue 1,28,1993.0,23,17,1722,19.1,0,2,0,0,0,4,0,0.0,0.1,0.1,0.0,0.1,0.2,0.2,0.6,0.8,0.01,0.03,0.04,0.01,0.04,8.0,1.0,12.5,0.42,0.05,0.0,0.0,22.5,0,0.02,-0.2,-0.2,1218,1441,84.5,21431.0,8287.0,564.0,612,92.2,543.0,621,87.4,100.0,170.0,58.8,1.4,10.0,108.0,29.0,6.0,120.0,1202.0,239.0,3.0,129.0,23.0,42,1,0.0,1.0,0.0,935.0,281.0,225.0,23.0,1148.0,32.0,208.0,10.0,5,16.0,43,33.0,20.0,1.05,16.0,1.0,0.0,2,1.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0,74.0,42,39.0,27.0,8.0,38.0,63.3,22.0,116.0,34.7,149.0,134.0,51.0,0.0,22.0,126.0,58.0,1.0,1680.0,68.0,25.0,53.3,10.0,0.0,982.0,3.0,14.0,8.0,1107.0,1025.0,92.6,47.0,0,27,0,0,1,184,32,31,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Álvaro Aguirre,es ESP,FW,Rayo_Vallecano,La Liga,22,2000.0,1,0,9,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0,,0.0,0.0,2,2,100.0,24.0,0.0,2.0,2,100.0,0.0,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,,0.0,1.0,33.3,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naouirou Ahamada,fr FRA,MF,VfB_Stuttgart,Bundesliga,20,2002.0,3,0,61,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0,,0.0,0.0,30,34,88.2,567.0,86.0,13.0,15,86.7,9.0,10,90.0,6.0,7.0,85.7,0.0,0.0,0.0,0.0,0.0,1.0,33.0,1.0,0.0,7.0,2.0,0,0,0.0,0.0,0.0,29.0,2.0,3.0,5.0,28.0,1.0,0.0,0.0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,35.3,4.0,10.0,3.0,0.0,2.0,0.0,2.0,0.0,39.0,0.0,0.0,,0.0,0.0,34.0,0.0,0.0,1.0,35.0,32.0,91.4,1.0,0,2,0,0,0,3,1,3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anel Ahmedhodzic,ba BIH,DF,Bordeaux,Ligue 1,23,1999.0,9,9,810,9.0,0,1,0,0,0,3,0,0.0,0.11,0.11,0.0,0.11,0.2,0.2,0.6,0.8,0.02,0.06,0.09,0.02,0.09,5.0,3.0,60.0,0.56,0.33,0.0,0.0,17.9,0,0.04,-0.2,-0.2,501,555,90.3,10353.0,3286.0,171.0,183,93.4,242.0,259,93.4,84.0,103.0,81.6,0.4,7.0,27.0,2.0,1.0,37.0,541.0,14.0,0.0,55.0,18.0,3,0,0.0,0.0,0.0,448.0,41.0,66.0,65.0,447.0,28.0,4.0,2.0,0,6.0,9,5.0,15.0,1.67,14.0,0.0,0.0,0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,18.0,12,13.0,5.0,0.0,9.0,47.4,10.0,31.0,36.5,44.0,30.0,11.0,0.0,3.0,42.0,26.0,0.0,639.0,96.0,11.0,0.0,0.0,0.0,422.0,4.0,2.0,2.0,439.0,432.0,98.4,1.0,0,10,0,0,0,101,11,3,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean-Eudes Aholou,ci CIV,MF,Strasbourg,Ligue 1,28,1994.0,20,10,859,9.5,1,1,1,0,0,2,0,0.1,0.1,0.21,0.1,0.21,1.0,1.0,1.1,2.1,0.11,0.11,0.22,0.11,0.22,13.0,2.0,15.4,1.36,0.21,0.08,0.5,21.2,0,0.08,0.0,0.0,304,361,84.2,4980.0,925.0,141.0,155,91.0,125.0,143,87.4,26.0,43.0,60.5,-0.1,6.0,17.0,8.0,1.0,27.0,351.0,10.0,0.0,51.0,4.0,3,0,0.0,0.0,0.0,286.0,40.0,35.0,258.0,79.0,13.0,0.0,3.0,0,5.0,11,8.0,18.0,1.89,16.0,0.0,1.0,0,0.0,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,17.0,9,4.0,10.0,3.0,7.0,53.8,6.0,39.0,22.5,42.0,99.0,32.0,0.0,7.0,36.0,11.0,0.0,470.0,11.0,16.0,52.9,11.0,1.0,308.0,2.0,17.0,11.0,342.0,299.0,87.4,41.0,0,19,0,0,0,100,12,6,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Aidoo,gh GHA,DF,Celta_Vigo,La Liga,26,1995.0,26,24,2097,23.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.02,0.0,0.02,0.02,0.02,6.0,1.0,16.7,0.26,0.04,0.0,0.0,12.8,0,0.07,-0.4,-0.4,973,1169,83.2,22265.0,6378.0,224.0,255,87.8,508.0,563,90.2,227.0,324.0,70.1,-0.1,2.0,82.0,5.0,0.0,76.0,1145.0,24.0,1.0,120.0,28.0,1,0,0.0,0.0,0.0,849.0,94.0,226.0,185.0,863.0,74.0,12.0,8.0,1,27.0,29,14.0,9.0,0.39,8.0,0.0,0.0,0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,45.0,32,35.0,6.0,4.0,16.0,64.0,9.0,103.0,40.9,161.0,82.0,9.0,0.0,27.0,90.0,97.0,2.0,1401.0,187.0,11.0,85.7,6.0,0.0,910.0,1.0,8.0,6.0,907.0,897.0,98.9,3.0,0,7,0,0,1,217,59,40,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ola Aina,ng NGA,DF,Torino,Serie A,25,1996.0,18,14,1166,13.0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.3,1.5,0.02,0.1,0.12,0.02,0.12,9.0,3.0,33.3,0.69,0.23,0.0,0.0,22.8,0,0.03,-0.3,-0.3,430,607,70.8,7651.0,3279.0,205.0,240,85.4,165.0,221,74.7,53.0,110.0,48.2,-1.3,14.0,38.0,19.0,5.0,53.0,498.0,109.0,2.0,72.0,7.0,29,0,0.0,0.0,0.0,327.0,112.0,168.0,132.0,335.0,25.0,102.0,3.0,3,9.0,20,34.0,28.0,2.16,25.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12,9.0,11.0,3.0,11.0,61.1,7.0,46.0,35.7,45.0,52.0,32.0,0.0,17.0,52.0,30.0,0.0,792.0,44.0,28.0,50.0,15.0,2.0,439.0,10.0,21.0,15.0,534.0,455.0,85.2,37.0,0,18,0,0,0,107,16,19,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rayan Aït Nouri,fr FRA,DF,Wolverhampton_Wanderers,Premier League,20,2001.0,18,15,1378,15.3,0,2,0,0,0,4,0,0.0,0.13,0.13,0.0,0.13,0.4,0.4,1.2,1.6,0.03,0.08,0.11,0.03,0.11,8.0,2.0,25.0,0.52,0.13,0.0,0.0,15.5,0,0.05,-0.4,-0.4,567,763,74.3,9784.0,3341.0,292.0,320,91.3,215.0,274,78.5,57.0,134.0,42.5,0.8,15.0,19.0,12.0,7.0,30.0,595.0,168.0,1.0,108.0,28.0,40,27,8.0,16.0,1.0,426.0,159.0,178.0,511.0,85.0,29.0,128.0,0.0,2,22.0,25,25.0,36.0,2.35,21.0,9.0,4.0,1,1.0,6.0,0.39,4.0,1.0,0.0,0.0,1.0,0.0,58.0,31,44.0,10.0,4.0,21.0,56.8,16.0,101.0,31.9,183.0,88.0,46.0,0.0,27.0,85.0,25.0,0.0,978.0,48.0,37.0,54.4,35.0,2.0,587.0,11.0,23.0,23.0,627.0,553.0,88.2,43.0,0,16,1,0,0,102,18,19,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristoffer Ajer,no NOR,DF,Brentford,Premier League,24,1998.0,20,19,1667,18.5,0,3,0,0,0,4,0,0.0,0.16,0.16,0.0,0.16,0.4,0.4,1.2,1.6,0.02,0.06,0.09,0.02,0.09,6.0,0.0,0.0,0.32,0.0,0.0,,9.3,0,0.07,-0.4,-0.4,501,713,70.3,8930.0,4297.0,201.0,244,82.4,238.0,307,77.5,48.0,114.0,42.1,1.8,5.0,37.0,8.0,1.0,61.0,581.0,132.0,0.0,118.0,6.0,10,0,0.0,0.0,0.0,348.0,194.0,171.0,38.0,450.0,55.0,126.0,2.0,4,20.0,28,33.0,22.0,1.19,16.0,4.0,0.0,1,0.0,5.0,0.27,3.0,1.0,0.0,0.0,1.0,0.0,34.0,19,23.0,8.0,3.0,17.0,53.1,15.0,61.0,34.3,95.0,58.0,25.0,1.0,20.0,76.0,72.0,1.0,924.0,102.0,29.0,66.7,10.0,0.0,456.0,2.0,12.0,11.0,475.0,425.0,89.5,16.0,0,16,0,0,0,156,58,36,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludovic Ajorque,re REU,FW,Strasbourg,Ligue 1,28,1994.0,30,27,2349,26.1,11,8,8,3,3,5,1,0.42,0.31,0.73,0.31,0.61,10.1,7.8,4.4,12.2,0.39,0.17,0.55,0.3,0.47,53.0,21.0,39.6,2.03,0.8,0.15,0.38,13.3,0,0.15,0.9,0.2,589,811,72.6,8817.0,1278.0,339.0,429,79.0,165.0,232,71.1,47.0,72.0,65.3,3.6,32.0,29.0,25.0,4.0,45.0,798.0,13.0,1.0,268.0,14.0,15,0,0.0,0.0,0.0,441.0,225.0,145.0,459.0,153.0,54.0,2.0,28.0,1,12.0,43,28.0,66.0,2.53,49.0,0.0,2.0,7,2.0,9.0,0.34,6.0,0.0,0.0,2.0,1.0,0.0,43.0,24,4.0,20.0,19.0,8.0,22.9,27.0,123.0,27.9,56.0,198.0,187.0,0.0,17.0,55.0,26.0,1.0,1116.0,29.0,135.0,51.7,17.0,1.0,571.0,7.0,65.0,40.0,1419.0,871.0,61.4,233.0,0,30,2,0,1,100,139,102,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel Akanji,ch SUI,DF,Borussia_Dortmund,Bundesliga,26,1995.0,22,21,1901,21.1,1,0,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05,1.6,1.6,0.1,1.8,0.08,0.01,0.08,0.08,0.08,12.0,3.0,25.0,0.57,0.14,0.08,0.33,11.2,1,0.14,-0.6,-0.6,1486,1631,91.1,33223.0,10929.0,412.0,445,92.6,767.0,794,96.6,302.0,375.0,80.5,-0.1,2.0,109.0,3.0,0.0,100.0,1580.0,51.0,0.0,173.0,60.0,1,0,0.0,0.0,0.0,1339.0,96.0,196.0,331.0,1221.0,46.0,5.0,1.0,2,17.0,22,11.0,8.0,0.38,5.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,34,27.0,15.0,5.0,21.0,65.6,11.0,98.0,46.0,123.0,76.0,14.0,0.0,16.0,87.0,64.0,0.0,1816.0,218.0,19.0,100.0,6.0,0.0,1257.0,0.0,3.0,4.0,1404.0,1388.0,98.9,6.0,0,17,0,0,1,178,52,34,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Akapo,gq EQG,DF,Cadiz,La Liga,29,1993.0,20,16,1463,16.3,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.6,0.01,0.02,0.03,0.01,0.03,6.0,1.0,16.7,0.37,0.06,0.0,0.0,21.7,0,0.04,-0.2,-0.2,464,640,72.5,8806.0,3751.0,198.0,234,84.6,203.0,262,77.5,57.0,117.0,48.7,-0.3,6.0,19.0,12.0,6.0,23.0,509.0,131.0,1.0,90.0,14.0,25,0,0.0,0.0,0.0,320.0,150.0,170.0,23.0,427.0,46.0,118.0,2.0,2,24.0,20,23.0,14.0,0.86,9.0,1.0,1.0,2,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,35.0,19,23.0,9.0,3.0,10.0,38.5,16.0,70.0,34.1,120.0,60.0,25.0,0.0,22.0,84.0,43.0,0.0,826.0,77.0,7.0,62.5,12.0,3.0,404.0,3.0,12.0,9.0,400.0,343.0,85.8,25.0,0,20,0,1,0,158,35,27,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marley Aké,fr FRA,FW,Juventus,Serie A,21,2001.0,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0,,0.0,0.0,4,4,100.0,74.0,23.0,1.0,1,100.0,1.0,1,100.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,1.0,4.0,4.0,100.0,1.0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Aké,nl NED,DF,Manchester_City,Premier League,27,1995.0,10,8,761,8.5,1,0,1,0,0,0,0,0.12,0.0,0.12,0.12,0.12,0.7,0.7,0.5,1.2,0.09,0.06,0.14,0.09,0.14,3.0,1.0,33.3,0.35,0.12,0.33,1.0,5.3,0,0.25,0.3,0.3,651,704,92.5,12083.0,3546.0,273.0,286,95.5,307.0,329,93.3,66.0,81.0,81.5,-0.5,2.0,48.0,3.0,0.0,28.0,675.0,29.0,0.0,57.0,5.0,0,0,0.0,0.0,0.0,602.0,51.0,51.0,519.0,127.0,21.0,16.0,2.0,0,3.0,5,4.0,3.0,0.35,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5,5.0,6.0,1.0,4.0,66.7,2.0,15.0,28.3,21.0,28.0,4.0,0.0,5.0,28.0,27.0,0.0,772.0,59.0,6.0,0.0,0.0,0.0,566.0,0.0,2.0,1.0,628.0,603.0,96.0,2.0,0,7,0,0,0,62,35,7,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilias Akhomach,es ESP,FW,Barcelona,La Liga,18,2004.0,2,2,124,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.08,0.27,0.34,0.08,0.34,4.0,2.0,50.0,2.9,1.45,0.0,0.0,21.4,0,0.03,-0.1,-0.1,45,53,84.9,625.0,193.0,35.0,36,97.2,8.0,10,80.0,2.0,5.0,40.0,-0.4,3.0,3.0,5.0,1.0,6.0,53.0,0.0,0.0,9.0,1.0,5,0,0.0,0.0,0.0,45.0,3.0,5.0,49.0,3.0,1.0,0.0,0.0,0,0.0,1,2.0,7.0,5.08,4.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,1.0,1.0,0.0,,0.0,1.0,14.3,1.0,1.0,5.0,0.0,1.0,2.0,0.0,0.0,71.0,0.0,8.0,33.3,1.0,1.0,63.0,3.0,0.0,3.0,63.0,56.0,88.9,4.0,0,4,0,0,0,10,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maghnes Akliouche,fr FRA,MF,Monaco,Ligue 1,20,2002.0,6,0,47,0.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.33,0.11,0.44,0.33,0.44,2.0,1.0,50.0,3.83,1.91,0.0,0.0,13.5,0,0.09,-0.2,-0.2,17,19,89.5,242.0,71.0,11.0,11,100.0,5.0,6,83.3,1.0,2.0,50.0,-0.1,1.0,1.0,2.0,0.0,3.0,19.0,0.0,1.0,5.0,0.0,0,0,0.0,0.0,0.0,17.0,2.0,0.0,13.0,6.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,1.91,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1.0,1.0,0.0,0.0,0.0,1.0,6.0,35.3,3.0,9.0,5.0,0.0,1.0,2.0,0.0,0.0,32.0,0.0,5.0,0.0,0.0,0.0,24.0,0.0,3.0,0.0,31.0,24.0,77.4,6.0,0,2,0,0,0,4,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Akouokou,ci CIV,MF,Real_Betis,La Liga,24,1997.0,8,6,516,5.7,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,2.0,0.0,0.0,0.35,0.0,0.0,,21.0,0,0.02,0.0,0.0,287,328,87.5,5344.0,1253.0,117.0,132,88.6,129.0,142,90.8,33.0,43.0,76.7,-0.1,3.0,28.0,2.0,0.0,28.0,325.0,3.0,0.0,39.0,10.0,0,0,0.0,0.0,0.0,259.0,27.0,42.0,27.0,280.0,14.0,0.0,1.0,1,9.0,6,4.0,6.0,1.05,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12,5.0,9.0,3.0,9.0,64.3,5.0,38.0,33.6,34.0,67.0,12.0,0.0,7.0,29.0,9.0,0.0,380.0,12.0,2.0,66.7,6.0,0.0,258.0,0.0,4.0,6.0,279.0,271.0,97.1,5.0,0,14,0,0,0,55,9,1,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,Serie A,29,1992.0,9,4,303,3.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.12,0.01,0.13,0.12,0.13,2.0,0.0,0.0,0.59,0.0,0.0,,17.1,0,0.2,-0.4,-0.4,87,107,81.3,1198.0,178.0,51.0,60,85.0,29.0,32,90.6,2.0,3.0,66.7,0.0,2.0,5.0,1.0,0.0,3.0,106.0,1.0,0.0,24.0,1.0,0,0,0.0,0.0,0.0,82.0,21.0,4.0,19.0,76.0,5.0,0.0,2.0,0,2.0,5,4.0,2.0,0.59,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8,5.0,8.0,1.0,3.0,30.0,7.0,28.0,27.7,23.0,54.0,24.0,0.0,2.0,17.0,4.0,0.0,160.0,8.0,1.0,58.3,8.0,0.0,114.0,0.0,4.0,5.0,125.0,103.0,82.4,11.0,0,13,0,1,0,23,6,7,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Akpoguma,ng NGA,DF,Hoffenheim,Bundesliga,27,1995.0,23,16,1309,14.5,2,2,2,0,0,5,0,0.14,0.14,0.28,0.14,0.28,1.2,1.2,2.0,3.3,0.09,0.14,0.23,0.09,0.23,12.0,4.0,33.3,0.83,0.28,0.17,0.5,12.7,0,0.1,0.8,0.8,625,808,77.4,11575.0,4674.0,274.0,321,85.4,273.0,329,83.0,72.0,130.0,55.4,0.0,12.0,40.0,12.0,2.0,70.0,637.0,171.0,2.0,111.0,18.0,27,0,0.0,0.0,0.0,472.0,195.0,141.0,74.0,545.0,21.0,155.0,1.0,2,21.0,29,31.0,27.0,1.86,18.0,1.0,3.0,1,1.0,4.0,0.28,2.0,0.0,0.0,1.0,0.0,1.0,30.0,17,13.0,10.0,7.0,14.0,58.3,10.0,67.0,29.8,85.0,90.0,50.0,0.0,49.0,59.0,23.0,1.0,986.0,44.0,35.0,53.1,17.0,2.0,549.0,13.0,16.0,11.0,611.0,542.0,88.7,20.0,0,26,0,1,0,121,20,21,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Alaba,at AUT,DF,Real_Madrid,La Liga,29,1992.0,29,29,2597,28.9,1,3,1,0,0,2,0,0.03,0.1,0.14,0.03,0.14,0.9,0.9,2.3,3.2,0.03,0.08,0.11,0.03,0.11,18.0,3.0,16.7,0.62,0.1,0.06,0.33,23.0,7,0.05,0.1,0.1,1748,1909,91.6,32657.0,10714.0,725.0,751,96.5,784.0,833,94.1,213.0,281.0,75.8,0.7,21.0,127.0,18.0,5.0,100.0,1828.0,81.0,2.0,156.0,18.0,32,3,3.0,0.0,0.0,1624.0,122.0,163.0,1575.0,242.0,39.0,34.0,3.0,5,13.0,19,20.0,44.0,1.52,36.0,2.0,1.0,0,2.0,7.0,0.24,7.0,0.0,0.0,0.0,0.0,0.0,25.0,18,13.0,10.0,2.0,9.0,56.3,7.0,82.0,36.9,99.0,100.0,23.0,1.0,20.0,64.0,65.0,2.0,2105.0,251.0,47.0,62.5,5.0,0.0,1553.0,8.0,12.0,7.0,1695.0,1637.0,96.6,54.0,0,18,0,0,0,183,23,23,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sofiane Alakouch,ma MAR,DF,Metz,Ligue 1,23,1998.0,4,0,158,1.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,1.0,0.0,0.0,0.57,0.0,0.0,,26.0,0,0.03,0.0,0.0,84,102,82.4,1278.0,378.0,48.0,51,94.1,32.0,38,84.2,2.0,5.0,40.0,0.0,1.0,5.0,0.0,0.0,4.0,89.0,13.0,0.0,8.0,1.0,1,0,0.0,0.0,0.0,77.0,16.0,9.0,6.0,82.0,1.0,12.0,0.0,0,0.0,4,6.0,1.0,0.57,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6,4.0,4.0,0.0,3.0,50.0,3.0,12.0,23.1,21.0,24.0,7.0,0.0,6.0,14.0,2.0,0.0,135.0,8.0,0.0,40.0,2.0,1.0,88.0,0.0,3.0,0.0,92.0,84.0,91.3,3.0,0,5,0,0,0,16,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomás Alarcón,cl CHI,MF,Cadiz,La Liga,23,1999.0,19,15,1326,14.7,0,1,0,0,0,5,0,0.0,0.07,0.07,0.0,0.07,1.0,1.0,1.1,2.1,0.07,0.08,0.15,0.07,0.15,15.0,2.0,13.3,1.02,0.14,0.0,0.0,24.6,0,0.07,-1.0,-1.0,375,527,71.2,8513.0,2311.0,124.0,142,87.3,150.0,196,76.5,91.0,163.0,55.8,-0.1,14.0,43.0,8.0,3.0,36.0,464.0,63.0,0.0,99.0,42.0,22,32,12.0,15.0,0.0,269.0,73.0,185.0,34.0,446.0,31.0,1.0,1.0,2,17.0,8,14.0,26.0,1.76,13.0,11.0,1.0,0,1.0,3.0,0.2,1.0,2.0,0.0,0.0,0.0,0.0,27.0,14,13.0,9.0,5.0,8.0,42.1,11.0,74.0,32.7,114.0,86.0,26.0,0.0,23.0,53.0,45.0,0.0,702.0,53.0,10.0,44.4,5.0,0.0,374.0,0.0,10.0,13.0,378.0,344.0,91.0,19.0,0,23,0,1,0,146,21,22,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
