Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Sardar Azmoun,ir IRN,FW,Leverkusen,de Bundesliga,27,1995,6,2,202,2.2,1,1,1,0,0,0,0,0.45,0.45,0.89,0.45,0.89,0.8,0.8,0.0,0.8,0.53,0.02,0.54,0.53,0.54,6,3,50.0,2.67,1.34,0.17,0.33,12.8,0,0.13,-0.8,-0.8,29,38,76.3,393,89,17,19,89.5,10,13,76.9,1,2,50.0,+1.0,1,3,0,0,3,38,0,0,6,0,0,0,0,0,0,28,5,5,4,27,2,0,1,0,0,2,2,4,2.77,4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,10,41.7,0,8,16,0,1,1,4,0,55,5,8,,0,0,30,1,3,0,65,42,64.6,10,0,7,0,0,0,5,6,6,50.0
César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,32,1989,20,19,1615,17.9,1,2,1,0,0,1,0,0.06,0.11,0.17,0.06,0.17,0.9,0.9,2.0,2.9,0.05,0.11,0.16,0.05,0.16,10,3,30.0,0.56,0.17,0.10,0.33,14.2,0,0.09,+0.1,+0.1,1083,1312,82.5,18216,7086,528,584,90.4,479,553,86.6,68,136,50.0,0.0,16,78,17,1,99,1172,140,0,127,11,33,0,0,0,0,904,186,222,94,1012,67,118,3,6,16,42,34,38,2.12,35,0,2,0,0,8,0.45,6,0,1,1,0,0,43,23,20,18,5,16,47.1,18,73,26.4,115,119,42,0,38,68,54,0,1501,98,45,71.4,10,0,917,6,10,5,1110,1044,94.1,51,0,21,0,1,0,129,38,27,58.5
Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,26,1996,25,22,1844,20.5,2,0,2,0,0,9,0,0.10,0.00,0.10,0.10,0.10,1.5,1.5,0.2,1.7,0.07,0.01,0.08,0.07,0.08,21,8,38.1,1.02,0.39,0.10,0.25,23.8,0,0.07,+0.5,+0.5,588,726,81.0,12054,3505,204,238,85.7,262,303,86.5,110,151,72.8,-0.2,6,55,8,1,63,710,16,1,161,16,5,0,0,0,0,521,65,140,48,610,33,2,2,2,6,24,20,14,0.68,11,0,0,0,1,1,0.05,1,0,0,0,0,0,69,49,35,31,3,21,56.8,16,121,32.0,147,199,32,0,27,102,40,1,963,71,9,63.0,18,2,626,0,13,26,531,499,94.0,5,0,50,0,0,0,256,52,36,59.1
Carlos Bacca,co COL,FW,Granada,es La Liga,35,1986,16,4,507,5.6,0,1,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,0.7,0.7,0.5,1.2,0.13,0.08,0.21,0.13,0.21,8,2,25.0,1.42,0.36,0.00,0.00,13.8,0,0.09,-0.7,-0.7,69,106,65.1,1081,240,33,43,76.7,23,39,59.0,7,12,58.3,+0.5,4,7,2,0,7,98,8,1,36,0,2,0,0,0,0,64,18,24,5,80,7,1,3,0,3,6,7,12,2.13,8,0,0,2,0,2,0.36,1,0,0,0,1,0,5,3,2,1,2,1,25.0,3,18,29.0,10,30,22,0,6,6,5,0,152,6,22,80.0,8,1,88,6,9,4,197,104,52.8,27,0,3,1,0,0,16,12,18,40.0
Daniel Bachmann,at AUT,GK,Watford,eng Premier League,27,1994,11,11,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,194,328,59.1,7387,5045,20,20,100.0,76,79,96.2,98,229,42.8,0.0,0,9,0,0,0,214,114,0,18,8,0,0,0,0,0,110,13,205,18,244,0,0,40,2,11,4,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,362,309,0,100.0,1,0,163,0,0,0,135,134,99.3,0,0,1,0,1,0,51,0,0,
Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,22,2000,14,11,985,10.9,0,1,0,0,0,3,1,0.00,0.09,0.09,0.00,0.09,0.3,0.3,0.1,0.4,0.02,0.01,0.03,0.02,0.03,7,0,0.0,0.64,0.00,0.00,,14.4,0,0.04,-0.3,-0.3,652,708,92.1,15371,4108,149,158,94.3,341,364,93.7,160,184,87.0,+0.9,1,40,2,1,32,698,10,0,48,18,2,0,0,0,0,624,19,65,79,589,25,1,0,1,9,7,2,3,0.27,1,0,0,0,0,1,0.09,0,0,0,1,0,0,5,3,3,2,0,2,40.0,3,14,28.0,32,17,1,0,10,26,65,1,829,109,9,100.0,2,0,605,0,3,2,619,610,98.5,0,1,7,0,0,0,85,32,16,66.7
Milan Badelj,hr CRO,MF,Genoa,it Serie A,33,1989,30,30,2551,28.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,2.2,2.9,0.02,0.08,0.10,0.02,0.10,18,4,22.2,0.64,0.14,0.00,0.00,21.8,0,0.04,-0.7,-0.7,1115,1403,79.5,21870,6808,421,494,85.2,519,608,85.4,154,247,62.3,-2.2,22,113,18,2,135,1362,41,1,237,40,8,0,0,0,0,876,216,311,216,1072,70,1,9,5,22,44,30,55,1.94,47,0,0,3,4,2,0.07,1,0,0,0,1,0,60,40,28,25,7,29,40.3,43,146,31.9,161,224,72,0,40,168,37,1,1713,65,20,63.3,33,1,1002,1,28,29,1081,1028,95.1,28,0,40,1,0,0,342,38,35,52.1
Édgar Badía,es ESP,GK,Elche,es La Liga,30,1992,21,21,1890,21.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,492,733,67.1,17402,11774,75,76,98.7,171,173,98.8,245,482,50.8,0.0,0,5,0,0,0,481,252,0,45,19,0,0,0,0,0,279,18,436,69,516,1,1,80,1,30,8,7,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,1,0,0,0,0,1,1,0,803,724,0,,0,0,353,0,0,0,294,294,100.0,0,0,0,0,0,0,122,0,0,
Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,21,2001,20,17,1478,16.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.03,0.00,0.03,0.03,0.03,8,1,12.5,0.49,0.06,0.00,0.00,10.4,0,0.05,-0.4,-0.4,983,1095,89.8,20867,6382,272,291,93.5,542,577,93.9,162,213,76.1,0.0,0,68,1,0,80,1075,20,0,96,40,1,0,0,0,0,885,89,121,862,159,39,1,1,1,15,18,7,8,0.52,6,0,0,1,0,0,0.00,0,0,0,0,0,0,31,22,19,12,0,9,47.4,10,50,39.4,70,52,5,1,8,71,60,2,1240,142,9,57.1,4,0,790,0,0,1,892,878,98.4,3,0,22,0,1,0,177,49,18,73.1
Youssouph Badji,sn SEN,FW,Brest,fr Ligue 1,20,2001,9,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.07,0.12,0.19,0.07,0.19,2,0,0.0,1.33,0.00,0.00,,15.8,0,0.05,-0.1,-0.1,26,38,68.4,273,52,19,24,79.2,4,9,44.4,0,0,,-0.2,2,3,0,0,0,37,1,0,18,0,1,0,0,0,0,20,6,12,2,26,3,0,0,0,0,1,1,3,2.00,3,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,10,25.6,1,20,18,0,0,0,0,0,48,1,6,100.0,1,0,32,0,4,2,59,40,67.8,13,0,3,0,0,0,5,7,8,46.7
Miguel Baeza,es ESP,DF,Celta Vigo,es La Liga,22,2000,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,4,5,80.0,68,10,2,2,100.0,2,2,100.0,0,1,0.0,0.0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,4,0,1,5,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,5,0,0,,0,0,5,0,0,0,5,5,100.0,0,0,0,0,0,0,0,0,0,
Issa Bah,lu LUX,FW,Venezia,it Serie A,19,2002,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,
Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,29,1992,25,9,849,9.4,2,1,2,0,0,0,0,0.21,0.11,0.32,0.21,0.32,2.5,2.5,0.2,2.7,0.27,0.02,0.29,0.27,0.29,17,9,52.9,1.80,0.95,0.12,0.22,15.4,0,0.15,-0.5,-0.5,119,156,76.3,1681,235,71,87,81.6,30,36,83.3,9,13,69.2,+0.8,4,5,3,3,2,148,8,0,47,0,6,0,0,0,0,106,31,19,11,120,5,1,5,0,1,5,8,10,1.06,7,0,0,1,1,0,0.00,0,0,0,0,0,0,13,6,3,7,3,4,36.4,7,36,20.3,14,68,95,0,10,19,4,0,265,4,31,66.7,9,0,163,4,27,15,301,182,60.5,56,0,17,0,0,0,32,17,35,32.7
Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,24,1997,17,6,722,8.0,1,2,1,0,0,3,0,0.12,0.25,0.37,0.12,0.37,1.4,1.4,0.6,2.0,0.20,0.08,0.28,0.20,0.28,20,7,35.0,2.49,0.87,0.05,0.14,18.8,4,0.07,-0.4,-0.4,131,194,67.5,2325,514,59,69,85.5,48,68,70.6,18,42,42.9,+1.4,7,4,10,3,17,176,18,0,35,9,20,12,11,1,0,109,36,49,132,47,4,4,1,0,3,6,8,20,2.85,14,1,2,2,0,3,0.43,2,0,1,0,0,0,18,13,7,8,3,4,33.3,8,36,34.3,17,40,48,0,7,21,3,0,311,6,28,63.6,15,1,236,7,24,28,289,214,74.0,48,0,11,0,0,0,36,8,13,38.1
Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,28,1994,4,3,217,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,64,80,80.0,1365,459,24,26,92.3,26,30,86.7,14,22,63.6,0.0,0,2,0,0,3,76,4,0,10,2,0,0,0,0,0,56,6,18,16,52,7,0,1,0,1,2,2,1,0.41,1,0,0,0,0,0,0.00,0,0,0,0,0,0,8,3,6,2,0,1,50.0,1,9,42.9,14,6,1,0,3,16,10,0,113,26,0,0.0,0,0,62,0,1,3,54,53,98.1,0,0,2,0,0,1,23,5,2,71.4
Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,28,1993,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,79,82,96.3,1740,556,20,21,95.2,42,43,97.7,16,17,94.1,0.0,0,3,0,0,5,78,4,0,5,4,0,0,0,0,0,66,4,12,42,38,0,0,0,0,0,0,0,1,0.50,1,0,0,0,0,0,0.00,0,0,0,0,0,0,5,4,2,2,1,1,100.0,0,13,48.1,16,11,0,0,2,9,8,0,99,17,1,0.0,1,0,60,0,0,0,68,67,98.5,0,0,5,0,0,0,9,4,1,80.0
Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,20,2001,7,4,510,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,130,185,70.3,3777,2594,35,36,97.2,47,47,100.0,47,101,46.5,0.0,0,1,0,0,0,126,59,0,12,3,0,0,0,0,0,96,4,85,9,133,0,0,39,1,7,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,206,174,0,,0,0,93,0,0,0,71,70,98.6,0,0,0,0,0,0,45,0,0,
Nedim Bajrami,al ALB,MF,Empoli,it Serie A,23,1999,31,22,1891,21.0,6,3,3,3,3,2,0,0.29,0.14,0.43,0.14,0.29,5.8,3.5,4.7,8.2,0.28,0.22,0.50,0.17,0.39,46,16,34.8,2.19,0.76,0.07,0.19,20.2,7,0.08,+0.2,-0.5,577,822,70.2,10011,3242,304,349,87.1,193,254,76.0,70,169,41.4,-1.7,53,39,42,9,83,673,149,0,129,45,64,93,29,45,10,588,62,172,60,738,13,9,1,4,14,32,38,95,4.52,61,20,7,1,2,4,0.19,3,0,0,1,0,0,34,28,10,17,7,4,30.8,9,86,28.4,39,145,119,0,13,42,8,0,1052,9,96,54.2,35,1,740,25,43,35,947,701,74.0,141,0,16,0,0,0,113,2,21,8.7
Cédric Bakambu,cd COD,FW,Marseille,fr Ligue 1,31,1991,9,4,334,3.7,3,0,3,0,0,1,0,0.81,0.00,0.81,0.81,0.81,2.4,2.4,0.6,3.0,0.65,0.16,0.80,0.65,0.80,17,6,35.3,4.58,1.62,0.18,0.50,13.2,0,0.14,+0.6,+0.6,50,64,78.1,821,165,32,40,80.0,10,15,66.7,7,7,100.0,-0.6,6,1,2,0,4,60,4,0,23,2,2,0,0,0,0,51,7,6,5,50,2,1,1,0,2,4,0,12,3.23,11,0,1,0,0,3,0.81,3,0,0,0,0,0,2,2,1,0,1,0,0.0,2,16,25.0,7,27,30,0,2,3,1,1,107,2,24,100.0,2,0,60,4,8,5,147,82,55.8,33,0,7,0,0,0,11,8,13,38.1
Abdoulaye Bakayoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,19,2002,4,4,307,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,93,131,71.0,1699,697,36,45,80.0,42,46,91.3,12,34,35.3,0.0,0,4,0,0,5,127,4,0,19,2,0,0,0,0,0,81,18,32,26,96,8,0,0,0,9,2,4,1,0.29,0,0,0,1,0,0,0.00,0,0,0,0,0,0,16,10,14,2,0,5,55.6,4,20,33.9,37,21,1,0,4,30,16,0,194,16,1,100.0,3,0,107,0,2,5,95,93,97.9,0,0,7,0,0,0,34,3,3,50.0
Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,27,1994,13,5,490,5.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.05,0.09,0.15,0.05,0.15,4,0,0.0,0.73,0.00,0.00,,18.6,0,0.07,-0.3,-0.3,275,311,88.4,4915,932,129,148,87.2,104,113,92.0,35,40,87.5,-0.5,3,22,3,0,18,309,2,1,36,10,1,0,0,0,0,234,42,35,54,221,19,0,2,0,2,4,2,6,1.10,5,0,0,0,1,0,0.00,0,0,0,0,0,0,18,13,9,6,3,5,27.8,13,44,32.6,43,74,18,0,8,28,8,1,374,19,4,50.0,5,0,228,0,2,3,258,245,95.0,5,0,14,0,1,0,69,17,4,81.0
Mitchel Bakker,nl NED,DF,Leverkusen,de Bundesliga,21,2000,22,19,1744,19.4,0,3,0,0,0,6,0,0.00,0.15,0.15,0.00,0.15,0.5,0.5,0.7,1.2,0.03,0.04,0.06,0.03,0.06,9,2,22.2,0.46,0.10,0.00,0.00,20.4,0,0.05,-0.5,-0.5,913,1093,83.5,15175,5593,452,497,90.9,363,418,86.8,77,133,57.9,+2.3,9,59,18,8,66,934,159,0,135,18,34,0,0,0,0,739,207,147,804,111,23,146,0,1,11,48,24,26,1.41,23,0,1,2,0,4,0.22,4,0,0,0,0,0,42,25,22,15,5,21,56.8,16,70,31.1,101,85,39,0,31,89,40,1,1317,67,28,53.2,28,3,827,6,22,19,915,827,90.4,37,0,16,0,1,0,140,18,14,56.3
Ridle Baku,de GER,"DF,FW",Wolfsburg,de Bundesliga,24,1998,31,25,2176,24.2,3,5,3,0,0,4,0,0.12,0.21,0.33,0.12,0.33,2.1,2.1,4.8,6.9,0.09,0.20,0.29,0.09,0.29,35,8,22.9,1.45,0.33,0.09,0.38,20.1,0,0.06,+0.9,+0.9,892,1159,77.0,16790,5635,374,444,84.2,395,492,80.3,114,185,61.6,+0.2,35,60,33,12,107,963,196,2,147,36,62,5,1,0,0,676,247,236,162,761,38,176,4,3,18,45,42,66,2.73,51,3,6,3,0,7,0.29,5,0,0,1,1,0,51,29,25,18,8,18,32.1,38,133,29.4,143,183,126,0,57,86,37,1,1484,41,60,49.2,32,4,927,13,32,34,1083,887,81.9,111,0,29,0,0,0,193,27,33,45.0
Dilane Bakwa,fr FRA,FW,Bordeaux,fr Ligue 1,19,2002,2,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,4,6,66.7,79,29,2,2,100.0,1,2,50.0,1,1,100.0,0.0,0,0,0,0,1,6,0,0,2,0,0,0,0,0,0,3,1,2,4,0,1,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,1,50.0,1,1,25.0,3,1,0,0,0,1,0,0,9,1,0,0.0,0,0,4,0,0,1,3,2,66.7,0,0,0,0,0,0,6,1,0,100.0
Alejandro Balde,es ESP,"FW,DF",Barcelona,es La Liga,18,2003,4,1,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05,0,0,,0.00,0.00,,,,0,,0.0,0.0,61,65,93.8,974,235,31,31,100.0,25,27,92.6,3,4,75.0,-0.1,1,2,2,0,5,62,3,0,6,0,2,0,0,0,0,60,3,2,60,4,0,1,0,0,0,0,1,2,1.82,2,0,0,0,0,0,0.00,0,0,0,0,0,0,3,2,1,1,1,0,,0,7,30.4,10,7,6,0,1,3,0,0,83,2,3,25.0,1,0,71,1,4,3,77,66,85.7,6,0,3,0,0,0,8,0,2,0.0
Ibrahima Baldé,fr FRA,"FW,MF",Lens,fr Ligue 1,19,2003,4,0,58,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.06,0.06,0.00,0.06,0,0,,0.00,0.00,,,,0,,0.0,0.0,8,11,72.7,108,20,4,5,80.0,3,4,75.0,0,0,,0.0,1,0,0,0,0,9,2,0,0,0,0,0,0,0,0,7,2,2,1,8,0,1,1,0,0,0,0,1,1.55,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,4,28.6,3,5,6,0,0,0,0,0,17,0,1,0.0,0,0,11,0,2,2,21,13,61.9,3,0,0,0,0,0,2,2,1,66.7
Keita Baldé,sn SEN,"FW,MF",Cagliari,it Serie A,27,1995,21,12,1043,11.6,3,1,3,0,0,2,0,0.26,0.09,0.35,0.26,0.35,2.7,2.7,0.9,3.6,0.23,0.08,0.31,0.23,0.31,20,8,40.0,1.73,0.69,0.15,0.38,12.1,0,0.13,+0.3,+0.3,168,227,74.0,2350,390,95,120,79.2,52,69,75.4,9,13,69.2,+0.1,8,13,4,0,10,218,9,0,69,1,8,0,0,0,0,153,39,35,43,149,14,0,5,0,6,9,9,17,1.47,10,0,1,3,1,2,0.17,1,0,0,0,1,0,8,3,1,3,4,2,25.0,6,40,22.5,17,80,81,0,7,13,6,0,356,6,50,50.0,5,0,228,9,28,18,469,260,55.4,76,0,27,1,1,0,44,18,48,27.3
Gareth Bale,wls WAL,FW,Real Madrid,es La Liga,32,1989,5,4,280,3.1,1,0,1,0,0,2,0,0.32,0.00,0.32,0.32,0.32,1.2,1.2,0.0,1.3,0.39,0.01,0.40,0.39,0.40,15,6,40.0,4.82,1.93,0.07,0.17,20.0,2,0.08,-0.2,-0.2,47,64,73.4,780,203,24,30,80.0,20,24,83.3,3,7,42.9,0.0,1,4,3,0,9,64,0,0,16,1,2,0,0,0,0,40,11,13,52,5,2,0,1,3,1,5,1,1,0.32,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,0,1,0,0.0,4,15,41.7,5,21,10,0,2,6,1,0,100,0,14,25.0,1,0,60,3,4,6,124,78,62.9,14,0,3,0,0,0,10,7,5,58.3
Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,34,1988,25,23,2024,22.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.6,0.01,0.02,0.03,0.01,0.03,6,2,33.3,0.27,0.09,0.00,0.00,25.3,0,0.03,-0.2,-0.2,762,999,76.3,12937,5131,369,412,89.6,316,408,77.5,59,136,43.4,-0.5,8,41,12,4,72,779,220,0,101,15,36,0,0,0,0,508,225,266,631,84,62,199,2,2,25,27,30,20,0.89,15,2,1,1,0,1,0.04,0,0,0,0,1,0,50,36,20,27,3,26,57.8,19,78,29.0,89,138,42,0,51,103,69,0,1229,93,10,60.0,9,1,609,1,12,13,607,567,93.4,29,0,26,0,0,0,200,36,29,55.4
Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,23,1999,17,10,950,10.6,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.01,0.00,0.01,0.01,0.01,2,0,0.0,0.19,0.00,0.00,,8.5,0,0.06,-0.1,-0.1,747,809,92.3,15426,3973,243,254,95.7,382,398,96.0,117,147,79.6,0.0,1,35,0,0,29,785,24,0,81,22,0,0,0,0,0,672,50,87,97,679,21,0,1,0,8,15,5,4,0.38,2,0,1,0,0,0,0.00,0,0,0,0,0,0,12,8,12,0,0,6,35.3,11,37,39.8,59,31,3,0,14,45,35,0,917,96,3,80.0,8,0,665,0,3,8,702,678,96.6,1,0,9,0,0,0,99,22,13,62.9
Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,30,1992,30,30,2697,30.0,1,2,1,0,0,9,1,0.03,0.07,0.10,0.03,0.10,0.5,0.5,3.2,3.7,0.02,0.11,0.12,0.02,0.12,12,2,16.7,0.40,0.07,0.08,0.50,20.4,0,0.04,+0.5,+0.5,1169,1536,76.1,22409,10359,484,545,88.8,505,633,79.8,161,291,55.3,-1.2,34,78,34,25,121,1119,417,0,206,37,69,2,0,0,2,730,392,414,77,1004,53,378,2,5,30,55,62,65,2.17,47,10,2,3,2,5,0.17,5,0,0,0,0,0,27,14,10,10,7,10,40.0,15,79,28.2,119,99,62,0,30,80,65,0,1824,82,28,40.4,22,4,966,6,28,24,1068,957,89.6,41,0,49,0,3,0,248,31,35,47.0
Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,25,1997,10,5,446,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.11,0.04,0.15,0.11,0.15,3,1,33.3,0.61,0.20,0.00,0.00,13.3,0,0.18,-0.5,-0.5,231,273,84.6,3909,1087,105,113,92.9,101,119,84.9,20,27,74.1,-0.2,4,13,8,4,18,237,36,0,30,3,16,0,0,0,0,191,48,34,201,26,10,31,1,1,1,2,11,8,1.61,8,0,0,0,0,1,0.20,1,0,0,0,0,0,19,12,6,12,1,3,37.5,5,31,33.3,33,39,21,1,9,23,4,0,342,10,16,60.0,6,2,215,1,8,8,225,203,90.2,38,0,13,0,1,0,51,7,10,41.2
Folarin Balogun,eng ENG,FW,Arsenal,eng Premier League,20,2001,2,1,70,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.35,0.00,0.35,0.35,0.35,3,0,0.0,3.86,0.00,0.00,,14.0,0,0.09,-0.3,-0.3,4,8,50.0,60,6,2,4,50.0,2,3,66.7,0,1,0.0,0.0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,3,1,1,6,1,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,23.8,2,2,17,0,1,0,1,0,23,1,6,0.0,0,0,16,1,4,2,34,17,50.0,7,0,0,0,0,0,3,1,2,33.3
Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,31,1990,5,2,252,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.04,0.02,0.06,0.04,0.06,1,0,0.0,0.36,0.00,0.00,,8.0,0,0.11,-0.1,-0.1,61,74,82.4,985,458,35,35,100.0,21,27,77.8,5,9,55.6,-0.1,1,3,2,2,3,53,21,0,5,2,3,0,0,0,0,41,19,14,2,47,4,20,0,0,0,1,3,2,0.71,2,0,0,0,0,0,0.00,0,0,0,0,0,0,5,0,4,1,0,3,37.5,5,5,17.9,15,7,6,0,7,14,8,0,112,7,2,0.0,0,0,49,0,3,1,58,46,79.3,1,0,0,0,0,0,10,2,3,40.0
Jonathan Bamba,fr FRA,"MF,FW",Lille,fr Ligue 1,26,1996,27,26,2188,24.3,1,1,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,2.9,2.9,3.2,6.1,0.12,0.13,0.25,0.12,0.25,42,11,26.2,1.73,0.45,0.02,0.09,19.1,2,0.07,-1.9,-1.9,773,1027,75.3,12685,4250,440,520,84.6,222,267,83.1,83,167,49.7,-2.2,43,61,36,10,97,908,119,0,169,44,48,66,23,31,2,743,119,165,97,870,15,27,7,7,13,60,43,74,3.04,36,25,4,6,2,4,0.16,3,0,0,0,1,0,24,17,9,11,4,10,25.6,29,99,33.8,75,134,84,0,29,68,8,0,1358,17,79,41.3,32,5,976,24,54,66,1221,968,79.3,152,0,10,0,0,0,152,18,27,40.0
