Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,01-Mar,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Mitchell van Bergen,nl NED,FW,Reims,Ligue 1,22,1999,17,9,869,9.7,0,0,0,0,0,1,0,0,0,0,0,0,1.1,1.1,1.2,2.3,0.11,0.13,0.24,0.11,0.24,Matches,11,5,45.5,1.14,0.52,0,0,15.9,0,0.1,-1.1,-1.1,139,209,66.5,2125,614,76,94,80.9,39,51,76.5,19,47,40.4,-1.2,15,2,10,3,11,177,32,1,25,7,19,17,8,8,0,134,29,46,16,185,5,1,0,3,4,12,14,22,2.28,14,4,4,0,0,0,0,0,0,0,0,0,0,6,3,5,0,1,3,23.1,10,47,24.4,36,93,64,0,15,12,3,0,301,9,32,50,12,1,197,9,28,10,366,176,48.1,46,0,7,0,0,0,54,3,16,15.8
Steven Bergwijn,nl NED,FW,Tottenham,Premier League,24,1997,21,4,518,5.8,3,1,3,0,0,1,0,0.52,0.17,0.69,0.52,0.69,3,3,0.6,3.7,0.53,0.11,0.64,0.53,0.64,Matches,19,10,52.6,3.3,1.74,0.16,0.3,15.9,0,0.16,0,0,136,164,82.9,1871,409,89,97,91.8,34,43,79.1,6,10,60,0.4,7,7,9,0,14,158,6,1,29,2,6,1,1,0,0,127,18,19,6,147,6,4,0,0,2,10,6,17,2.95,12,1,2,1,0,3,0.52,1,0,1,0,1,0,5,4,2,1,2,1,16.7,5,13,17.1,13,33,30,0,4,9,9,0,253,6,38,55.6,11,0,189,9,11,17,289,193,66.8,59,0,7,0,0,0,26,1,6,14.3
Etrit Berisha,al ALB,GK,Torino,Serie A,33,1989,6,6,540,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,89,190,46.8,3164,2134,9,10,90,34,37,91.9,45,142,31.7,0,0,1,0,0,0,119,71,0,9,3,0,0,0,0,0,53,4,133,120,30,0,0,22,1,9,1,0,1,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,2,205,181,0,,0,0,79,0,0,0,60,60,100,0,0,0,0,0,0,33,0,0,
Valon Berisha,xk KVX,MF,Reims,Ligue 1,29,1993,13,5,455,5.1,0,1,0,0,0,2,1,0,0.2,0.2,0,0.2,0.1,0.1,0.4,0.6,0.03,0.08,0.11,0.03,0.11,Matches,4,0,0,0.79,0,0,,16.9,0,0.04,-0.1,-0.1,128,185,69.2,2457,830,67,83,80.7,35,48,72.9,22,47,46.8,0.6,6,12,2,1,16,152,33,0,23,14,5,20,6,7,3,94,36,55,22,150,6,0,4,2,7,13,2,11,2.18,4,4,1,0,2,1,0.2,0,1,0,0,0,0,12,6,2,9,1,2,22.2,7,28,18.5,24,86,41,0,7,22,5,0,237,5,12,66.7,2,0,124,0,11,5,177,129,72.9,19,1,13,0,0,0,36,4,5,44.4
Federico Bernardeschi,it ITA,FW,Juventus,Serie A,28,1994,23,12,1165,12.9,1,3,1,0,0,4,0,0.08,0.23,0.31,0.08,0.31,1.3,1.3,1.6,3,0.1,0.12,0.23,0.1,0.23,Matches,31,8,25.8,2.39,0.62,0.03,0.13,18.6,0,0.04,-0.3,-0.3,383,502,76.3,6811,1765,182,207,87.9,157,186,84.4,38,79,48.1,1.4,15,23,21,3,52,458,44,2,68,30,30,19,6,7,0,351,58,93,451,23,10,11,2,4,10,25,23,41,3.17,26,4,2,2,0,4,0.31,3,0,0,1,0,0,15,12,5,6,4,5,45.5,6,64,32.8,63,87,45,0,15,25,4,1,651,18,46,48.8,27,2,490,19,19,17,567,470,82.9,63,0,18,0,0,0,82,7,16,30.4
Paul Bernardoni,fr FRA,GK,Angers,Ligue 1,25,1997,13,13,1170,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,263,337,78,7909,4249,46,46,100,109,113,96.5,107,177,60.5,0,0,0,0,0,0,212,125,0,13,8,0,0,0,0,0,185,17,135,194,46,0,0,82,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,100,2,0,0,0,0,0,0,2,364,333,0,,0,0,157,0,1,0,108,108,100,0,0,0,0,0,0,60,0,0,
Paul Bernardoni,fr FRA,GK,Saint-Étienne,Ligue 1,25,1997,13,13,1170,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,222,382,58.1,6932,4484,36,36,100,93,94,98.9,93,252,36.9,0,0,1,0,0,0,257,125,0,21,5,0,0,0,0,0,151,7,224,257,30,2,0,77,1,18,1,1,1,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,422,366,0,,0,0,192,0,0,0,130,130,100,0,0,0,0,0,0,86,0,0,
Juan Bernat,es ESP,DF,Paris S-G,Ligue 1,29,1993,12,9,724,8,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.5,0.7,0.03,0.07,0.09,0.03,0.09,Matches,1,1,100,0.12,0.12,0,0,12.8,0,0.2,-0.2,-0.2,493,537,91.8,6947,1765,299,318,94,168,182,92.3,15,21,71.4,-0.5,4,29,4,1,22,484,53,1,61,4,15,0,0,0,0,433,78,26,446,31,13,44,1,1,2,10,4,5,0.62,5,0,0,0,0,0,0,0,0,0,0,0,0,22,14,7,10,5,10,58.8,7,28,32.2,32,33,22,0,13,28,14,0,609,28,19,61.5,8,1,432,2,7,6,483,451,93.4,29,0,3,0,0,0,44,4,6,40
Dimitry Bertaud,fr FRA,GK,Montpellier,Ligue 1,23,1998,8,6,563,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,153,216,70.8,4795,3276,32,32,100,62,62,100,59,122,48.4,0,0,1,1,0,0,145,71,0,9,2,0,0,0,0,0,106,9,101,17,151,0,0,38,1,1,2,0,1,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,234,221,0,,0,0,95,0,0,0,89,89,100,0,0,0,0,0,1,26,0,0,
Jason Berthomier,fr FRA,MF,Clermont Foot,Ligue 1,32,1990,29,22,1732,19.2,1,5,1,0,0,0,0,0.05,0.26,0.31,0.05,0.31,2,2,3.9,5.9,0.1,0.21,0.31,0.1,0.31,Matches,23,4,17.4,1.2,0.21,0.04,0.25,20.1,6,0.08,-1,-1,1140,1396,81.7,20185,5416,578,630,91.7,409,471,86.8,139,253,54.9,1.1,46,98,22,8,101,1242,154,3,199,56,46,77,35,25,4,1001,139,256,1245,97,39,3,1,1,34,49,21,77,4,37,29,6,1,1,7,0.36,1,5,0,1,0,0,29,22,5,19,5,12,34.3,23,127,37.1,71,187,84,0,17,39,5,0,1550,18,38,58.6,19,2,1049,6,28,23,1335,1179,88.3,74,0,16,0,0,0,134,11,20,35.5
Ryan Bertrand,eng ENG,DF,Leicester City,Premier League,32,1989,4,4,337,3.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0.3,0,0.08,0.08,0,0.08,Matches,0,0,,0,0,,,,0,,0,0,154,191,80.6,2609,1077,75,81,92.6,65,78,83.3,9,18,50,-0.3,2,11,1,0,7,143,48,0,24,6,1,10,4,4,1,115,48,28,136,11,9,34,0,0,4,6,8,2,0.53,1,1,0,0,0,0,0,0,0,0,0,0,0,9,4,1,7,1,4,80,1,25,33.3,40,24,11,0,8,12,7,0,228,18,4,0,1,1,122,1,4,5,148,128,86.5,2,0,5,0,0,0,17,3,5,37.5
Daniel Bessa,it ITA,MF,Hellas Verona,Serie A,29,1993,22,5,748,8.3,1,1,1,0,0,5,1,0.12,0.12,0.24,0.12,0.24,0.3,0.3,0.9,1.2,0.04,0.11,0.15,0.04,0.15,Matches,9,2,22.2,1.08,0.24,0.11,0.5,25.1,0,0.04,0.7,0.7,383,475,80.6,6557,2005,182,211,86.3,147,168,87.5,39,69,56.5,0.1,11,36,14,0,50,451,24,0,94,14,11,8,3,4,0,357,49,69,17,429,13,3,4,2,7,16,12,21,2.53,19,0,0,0,1,3,0.36,3,0,0,0,0,0,14,11,5,7,2,4,44.4,5,49,32.9,37,85,27,0,15,22,13,0,569,23,12,80,8,0,417,6,6,18,432,390,90.3,41,1,22,0,0,0,91,11,11,50
Beto,gw GNB,FW,Udinese,Serie A,24,1998,28,24,2174,24.2,11,0,11,0,0,1,0,0.46,0,0.46,0.46,0.46,10.7,10.7,1.5,12.1,0.44,0.06,0.5,0.44,0.5,Matches,63,25,39.7,2.61,1.03,0.17,0.44,12.9,0,0.17,0.3,0.3,267,375,71.2,3954,645,154,206,74.8,76,112,67.9,19,27,70.4,-1.5,17,18,7,1,22,348,27,0,122,8,12,0,0,0,0,227,71,77,30,245,30,3,12,0,1,22,8,47,1.95,31,0,7,1,1,3,0.12,1,0,1,1,0,0,16,8,2,10,4,4,33.3,8,96,26.1,21,181,166,0,22,25,24,1,756,30,123,53.3,53,4,475,12,91,62,1128,527,46.7,143,0,56,0,0,0,89,77,141,35.3
Louis Beyer,de GER,DF,M'Gladbach,Bundesliga,21,2000,14,12,1125,12.5,0,0,0,0,0,5,0,0,0,0,0,0,0.6,0.6,0.1,0.7,0.04,0.01,0.05,0.04,0.05,Matches,7,0,0,0.56,0,0,,11.1,0,0.08,-0.6,-0.6,723,809,89.4,14576,4135,224,249,90,403,429,93.9,90,120,75,-0.1,4,27,2,0,35,775,34,0,84,17,3,0,0,0,0,654,69,86,110,635,35,20,3,1,11,13,7,14,1.12,12,1,0,0,1,1,0.08,1,0,0,0,0,0,39,15,26,12,1,19,46.3,22,52,33.5,88,60,7,0,21,61,42,0,959,75,11,63.6,7,0,622,2,5,5,686,667,97.2,8,0,16,0,1,0,116,21,24,46.7
Bartosz Bialek,pl POL,FW,Wolfsburg,Bundesliga,20,2001,9,1,142,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0.28,0.04,0.32,0.28,0.32,Matches,6,2,33.3,3.8,1.27,0,0,11.7,0,0.07,-0.4,-0.4,19,35,54.3,308,38,11,17,64.7,6,9,66.7,2,6,33.3,-0.1,1,1,0,0,1,34,1,0,11,1,0,0,0,0,0,15,10,10,2,29,2,0,0,0,1,4,3,3,1.9,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,14,28.6,0,29,20,0,0,1,2,0,57,2,9,0,0,0,35,0,4,5,76,44,57.9,14,0,2,0,0,0,6,7,10,41.2
Giulian Biancone,fr FRA,DF,Troyes,Ligue 1,22,2000,27,21,1837,20.4,0,2,0,0,0,10,0,0,0.1,0.1,0,0.1,1.6,1.6,0.9,2.6,0.08,0.04,0.13,0.08,0.13,Matches,24,7,29.2,1.18,0.34,0,0,18.1,1,0.07,-1.6,-1.6,770,1049,73.4,14136,5908,335,399,84,333,434,76.7,88,179,49.2,1.1,14,50,18,12,73,900,149,0,125,25,63,0,0,0,0,593,196,260,155,677,54,129,6,4,15,53,30,31,1.52,25,2,0,1,0,2,0.1,1,1,0,0,0,0,53,28,31,17,5,20,45.5,24,105,32.3,167,120,38,0,29,108,59,1,1311,102,42,47.6,13,2,727,5,19,14,867,760,87.7,40,0,31,0,2,0,180,46,35,56.8
Mads Bidstrup,dk DEN,MF,Brentford,Premier League,21,2001,4,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,8,11,72.7,142,17,5,6,83.3,2,4,50,1,1,100,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,7,2,2,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,0,0,2,8,42.1,12,7,0,0,1,5,2,0,23,2,0,0,0,0,11,0,1,2,11,9,81.8,1,0,1,0,0,0,6,0,0,
Pedro Bigas,es ESP,DF,Elche,La Liga,31,1990,15,15,1262,14,1,0,1,0,0,4,0,0.07,0,0.07,0.07,0.07,0.5,0.5,0.2,0.7,0.04,0.01,0.05,0.04,0.05,Matches,8,2,25,0.57,0.14,0.13,0.5,20.5,1,0.07,0.5,0.5,661,762,86.7,14395,5247,194,211,91.9,345,371,93,118,169,69.8,-0.2,2,36,4,1,31,729,33,0,52,19,3,0,0,0,0,594,34,134,413,287,40,0,4,1,11,12,5,7,0.5,4,0,0,2,0,1,0.07,1,0,0,0,0,0,18,14,15,2,1,7,46.7,8,38,31.7,82,33,5,0,7,47,71,1,906,126,10,75,3,0,555,0,5,0,615,607,98.7,5,0,13,0,0,0,112,29,10,74.4
El Bilal Touré,ml MLI,FW,Reims,Ligue 1,20,2001,15,11,840,9.3,1,2,0,1,1,2,0,0.11,0.21,0.32,0,0.21,3.2,2.4,0.7,3.1,0.34,0.07,0.41,0.26,0.33,Matches,25,7,28,2.68,0.75,0,0,13,0,0.1,-2.2,-2.4,169,233,72.5,2201,304,110,138,79.7,48,67,71.6,2,9,22.2,1.3,8,10,4,1,7,229,4,0,73,4,3,0,0,0,0,142,54,37,50,125,26,0,4,0,5,7,10,16,1.71,12,0,1,1,0,3,0.32,1,0,0,2,0,0,15,9,2,8,5,2,40,3,40,25.6,28,80,48,0,12,20,12,0,352,15,38,38.5,5,0,188,2,22,13,476,242,50.8,52,0,14,0,0,0,49,37,52,41.6
Jean-Claude Billong,cm CMR,DF,Clermont Foot,Ligue 1,28,1993,11,6,620,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.03,0,0.03,0.03,0.03,Matches,4,1,25,0.58,0.15,0,0,8.6,0,0.05,-0.2,-0.2,260,302,86.1,5137,1541,88,100,88,138,152,90.8,31,44,70.5,0,0,8,0,0,8,295,7,0,27,4,1,0,0,0,0,244,22,36,15,261,13,1,1,0,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,10,2,0,4,80,1,27,47.4,35,20,2,0,6,24,25,0,365,55,9,100,1,0,217,1,1,2,242,235,97.1,1,0,5,0,0,0,60,21,7,75
Luis Binks,eng ENG,DF,Bologna,Serie A,20,2001,13,5,545,6.1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1,0,0,0.17,0,0,,29.6,0,0.02,0,0,219,265,82.6,5371,1693,52,68,76.5,108,119,90.8,58,71,81.7,0,1,15,0,0,14,249,16,0,30,6,0,0,0,0,0,176,29,60,207,23,24,1,1,2,5,4,7,2,0.33,2,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,2,1,3,75,1,19,33.9,32,21,3,0,6,26,35,0,336,57,4,100,3,0,177,0,1,1,190,186,97.9,2,0,7,0,0,0,61,18,17,51.4
Cristiano Biraghi,it ITA,DF,Fiorentina,Serie A,29,1992,31,31,2639,29.3,4,1,3,1,2,5,1,0.14,0.03,0.17,0.1,0.14,3.2,1.7,4,5.7,0.11,0.14,0.25,0.06,0.19,Matches,34,16,47.1,1.16,0.55,0.09,0.19,24.5,12,0.05,0.8,1.3,1763,2170,81.2,36244,13510,637,686,92.9,827,944,87.6,282,479,58.9,-3,52,104,54,31,134,1713,457,0,159,88,115,86,12,55,3,1305,396,469,1689,154,47,272,4,7,27,62,53,94,3.21,53,35,0,1,0,5,0.17,2,3,0,0,0,0,34,15,17,13,4,16,40,24,89,33.5,79,133,54,0,33,64,26,3,2368,67,45,34.8,12,3,1456,10,14,7,1628,1533,94.2,69,1,24,0,0,1,212,7,23,23.3
Davide Biraschi,it ITA,DF,Genoa,Serie A,27,1994,14,11,930,10.3,0,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04,Matches,3,0,0,0.29,0,0,,24.4,0,0.02,-0.1,-0.1,317,432,73.4,6405,2589,114,140,81.4,146,179,81.6,52,104,50,-0.3,3,36,6,3,30,382,50,0,62,4,8,0,0,0,0,255,47,130,16,354,24,23,1,2,7,12,7,4,0.39,4,0,0,0,0,0,0,0,0,0,0,0,0,34,18,20,10,4,16,55.2,13,67,40.1,95,60,12,0,15,48,34,0,556,77,2,76.5,13,0,317,1,5,5,312,299,95.8,5,0,12,0,0,0,87,24,15,61.5
Tom Bischof,de GER,MF,Hoffenheim,Bundesliga,16,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,5,8,62.5,52,11,4,5,80,1,3,33.3,0,0,,0,0,0,0,0,0,8,0,0,3,0,1,0,0,0,0,6,1,1,5,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,50,2,0,2,0,2,0,1,0,11,1,0,,0,0,7,0,0,0,8,8,100,1,0,1,0,0,0,0,0,0,
Yves Bissouma,ml MLI,MF,Brighton,Premier League,25,1996,22,21,1796,20,0,1,0,0,0,10,0,0,0.05,0.05,0,0.05,0.8,0.8,0.6,1.4,0.04,0.03,0.07,0.04,0.07,Matches,19,3,15.8,0.95,0.15,0,0,24.2,1,0.04,-0.8,-0.8,926,1032,89.7,17347,3034,395,432,91.4,397,428,92.8,122,148,82.4,0.4,6,58,10,0,42,1012,20,1,141,22,5,0,0,0,0,878,72,82,104,877,29,2,5,1,6,26,14,22,1.1,14,0,4,2,1,3,0.15,2,0,0,0,1,0,67,46,32,32,3,17,56.7,13,129,37,136,170,43,0,29,115,40,0,1283,84,15,77.8,28,1,898,4,26,23,884,837,94.7,14,0,31,0,1,0,221,19,12,61.3
Nathan Bitu Mazala,fr FRA,DF,Paris S-G,Ligue 1,19,2002,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,10,10,100,129,28,7,7,100,3,3,100,0,0,,0,0,0,0,0,1,8,2,0,1,0,0,0,0,0,0,7,3,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,1,0,0,0,11,0,0,100,1,0,9,0,0,0,8,8,100,1,0,0,0,0,0,0,0,0,
Marco Bizot,nl NED,GK,Brest,Ligue 1,31,1991,32,32,2880,32,0,1,0,0,0,1,0,0,0.03,0.03,0,0.03,0,0,0.3,0.3,0,0.01,0.01,0,0.01,Matches,0,0,,0,0,,,,0,,0,0,694,996,69.7,25460,17377,67,67,100,288,290,99.3,338,638,53,0.7,3,9,0,0,0,632,364,0,51,27,0,0,0,0,0,424,31,541,93,702,0,0,161,2,20,5,1,5,0.16,5,0,0,0,0,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,2,0,0,0,1,1,0,0,1097,980,1,,0,0,470,0,0,0,380,380,100,0,0,0,0,0,0,178,0,0,
Bjarki Bjarkason,is ISL,FW,Venezia,Serie A,21,2000,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,1,2,50,8,0,1,1,100,0,0,,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,0,0,2,0,0,0,5,2,40,0,0,0,0,0,0,0,0,0,
Blanco,es ESP,MF,Real Madrid,La Liga,21,2000,1,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,17,18,94.4,277,37,8,8,100,8,9,88.9,1,1,100,0,0,1,0,0,1,18,0,0,0,0,0,0,0,0,0,18,0,0,1,17,0,0,0,0,0,1,0,1,2.9,1,0,0,0,0,1,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,22.2,6,3,0,0,0,2,1,1,23,2,0,100,2,1,18,0,0,0,14,14,100,0,0,2,0,0,0,3,0,0,
Ludovic Blas,fr FRA,MF,Nantes,Ligue 1,24,1997,30,30,2576,28.6,9,3,5,4,4,7,0,0.31,0.1,0.42,0.17,0.28,9.7,6.7,2.2,8.9,0.34,0.08,0.42,0.23,0.31,Matches,75,29,38.7,2.62,1.01,0.07,0.17,19.9,0,0.09,-0.7,-1.7,714,897,79.6,14851,3207,259,310,83.5,321,377,85.1,122,165,73.9,0.8,27,89,26,5,79,839,58,2,177,39,22,2,0,0,0,687,93,117,732,120,18,8,4,6,19,41,32,73,2.55,50,1,6,6,3,8,0.28,6,0,0,1,1,0,33,22,6,20,7,12,46.2,14,146,30.4,68,235,178,0,19,69,5,1,1330,14,100,42.5,65,7,1037,19,68,88,1253,956,76.3,166,0,34,0,0,0,188,20,35,36.4
Danny Blum,de GER,FW,Bochum,Bundesliga,31,1991,11,2,305,3.4,2,0,2,0,0,0,0,0.59,0,0.59,0.59,0.59,0.9,0.9,0.7,1.6,0.26,0.21,0.47,0.26,0.47,Matches,10,5,50,2.95,1.48,0.2,0.4,17.5,1,0.09,1.1,1.1,101,157,64.3,1963,740,52,67,77.6,28,43,65.1,17,35,48.6,-0.7,11,9,5,3,15,134,23,0,29,11,13,9,4,4,1,71,28,58,116,13,11,3,1,1,5,6,8,14,4.13,9,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,10,19.2,11,18,23,0,1,6,2,0,192,1,14,80,4,0,104,2,5,4,166,122,73.5,22,0,3,0,0,0,28,16,9,64
Myron Boadu,nl NED,FW,Monaco,Ligue 1,21,2001,25,7,844,9.4,3,1,3,0,0,0,0,0.32,0.11,0.43,0.32,0.43,5.4,5.4,0.2,5.6,0.58,0.02,0.6,0.58,0.6,Matches,17,6,35.3,1.81,0.64,0.18,0.5,10.2,0,0.32,-2.4,-2.4,122,151,80.8,1779,270,70,84,83.3,41,46,89.1,6,10,60,0.8,4,3,2,0,6,137,14,1,57,0,3,0,0,0,0,103,32,16,28,101,5,0,4,0,1,8,5,19,2.03,12,0,5,1,1,3,0.32,2,0,1,0,0,0,9,6,2,3,4,1,20,4,41,23.7,16,65,92,0,5,11,1,0,263,1,62,73.3,12,0,154,3,42,18,415,189,45.5,71,0,14,0,0,0,30,16,27,37.2
Jérôme Boateng,de GER,DF,Lyon,Ligue 1,33,1988,20,17,1436,16,0,1,0,0,0,5,0,0,0.06,0.06,0,0.06,0.3,0.3,1.4,1.7,0.02,0.09,0.11,0.02,0.11,Matches,5,3,60,0.31,0.19,0,0,16.4,0,0.06,-0.3,-0.3,907,1025,88.5,21640,6559,185,198,93.4,511,537,95.2,209,284,73.6,-0.4,6,74,6,1,69,992,33,4,65,27,3,0,0,0,0,823,58,144,206,776,30,2,4,1,9,27,3,17,1.07,14,1,0,0,0,2,0.13,2,0,0,0,0,0,20,14,12,8,0,8,44.4,10,41,41.8,39,54,5,1,14,47,66,0,1159,133,11,33.3,1,1,765,0,1,0,840,834,99.3,1,0,15,0,0,0,129,17,10,63
Kevin-Prince Boateng,gh GHA,MF,Hertha BSC,Bundesliga,35,1987,14,5,494,5.5,0,0,0,0,0,8,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.04,0.06,0.1,0.04,0.1,Matches,8,2,25,1.46,0.36,0,0,19.9,0,0.03,-0.2,-0.2,189,242,78.1,3937,1080,60,70,85.7,92,107,86,32,50,64,-0.3,4,19,1,0,18,224,18,0,52,10,2,0,0,0,0,146,36,60,23,187,14,1,5,1,7,5,9,12,2.19,9,0,0,2,0,0,0,0,0,0,0,0,0,6,2,1,4,1,3,37.5,5,9,16.1,10,36,10,0,6,14,15,0,316,14,12,80,4,0,174,0,10,9,234,190,81.2,13,0,18,0,0,0,66,20,15,57.1
Antonin Bobichon,fr FRA,MF,Angers,Ligue 1,26,1995,4,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,16,20,80,254,84,9,10,90,5,6,83.3,2,3,66.7,0,0,5,0,0,0,19,1,0,2,0,0,1,0,1,0,14,4,2,1,16,2,0,1,0,1,0,1,1,2.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,1,0,23,1,0,0,0,0,16,0,0,1,19,16,84.2,1,0,0,0,0,0,5,1,3,25
Herbert Bockhorn,de GER,DF,Bochum,Bundesliga,27,1995,15,5,653,7.3,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.03,0.02,0.04,0.03,0.04,Matches,5,1,20,0.69,0.14,0,0,24.2,1,0.04,-0.2,-0.2,199,279,71.3,3946,1135,74,91,81.3,90,120,75,33,56,58.9,-0.1,2,16,2,0,23,231,48,0,42,5,13,0,0,0,0,143,67,69,52,155,14,47,0,1,8,11,12,7,0.96,4,0,1,2,0,0,0,0,0,0,0,0,0,17,9,8,7,2,4,33.3,8,32,23.5,54,61,21,0,14,38,19,0,381,22,6,53.3,9,0,220,4,12,4,206,174,84.5,6,0,10,0,0,0,77,14,14,50
Jean-Paul Boëtius,nl NED,MF,Mainz 05,Bundesliga,28,1994,29,17,1654,18.4,2,2,2,0,0,3,0,0.11,0.11,0.22,0.11,0.22,1.5,1.5,2.5,4,0.08,0.14,0.21,0.08,0.21,Matches,23,8,34.8,1.25,0.44,0.09,0.25,21.7,0,0.06,0.5,0.5,616,826,74.6,12481,4228,228,279,81.7,269,328,82,106,188,56.4,-0.5,27,74,20,4,100,756,70,6,143,40,19,24,14,9,1,540,124,162,140,641,25,3,12,8,12,39,19,50,2.72,37,10,0,0,2,6,0.33,4,1,0,1,0,0,45,27,18,19,8,22,41.5,31,147,35.2,110,229,79,0,36,70,10,0,1061,22,13,53.3,16,0,681,4,30,28,808,678,83.9,55,0,20,0,0,0,181,7,27,20.6
